gene,Subacute-log10(padj),Pubchem_CID,Name,np_score_mean_by_name,gene_count_by_name
Bcl2l1,1.3131358098906096,16109096,"N-Benylpiperazine derivative, 23m",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109137,N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]-4-[4-methoxy-4-(2-methylpropyl)piperidin-1-yl]benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,24747555,"2-[(3S)-1,1-diketo-2-(3-methoxyphenyl)-6-(trifluoromethyl)-3H-1,2-benzothiazol-3-yl]acetic acid ethyl ester",16.711475124459902,1
Bcl2l1,1.3131358098906096,2081076,"3-(2-furylmethyl)-2-mercapto-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109064,4-(4-benzyl-4-methoxypiperidin-1-yl)-N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,5574594,"methyl 2-{[(6,7-dihydroxy-2-oxo-2H-chromen-4-yl)methyl]amino}benzoate",16.711475124459902,1
Bcl2l1,1.3131358098906096,12005315,"3-({7-[(2-Furylmethyl)thio]-4-nitro-2,1,3-benzoxadiazol-5-yl}amino)propyl acetate",16.711475124459902,1
Bcl2l1,1.3131358098906096,46836648,"2-[8-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-1H-isoquinolin-2-yl]-5-(2-phenoxyethyl)-1,3-thiazole-4-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,5280862,Isokaempferide,16.711475124459902,1
Bcl2l1,1.3131358098906096,16109138,4-[4-(cyclohexylmethyl)-4-methoxypiperidin-1-yl]-N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,90644933,"6-[8-[(1,3-Benzothiazol-2-ylamino)methyl]-5,6,7,8-tetrahydronaphthalen-2-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,90644933,"6-[8-[(1,3-Benzothiazol-2-ylamino)methyl]-5,6,7,8-tetrahydronaphthalen-2-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,59447571,"6-[8-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-1H-isoquinolin-2-yl]-3-[(E)-3-phenylprop-1-enyl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,24819081,"N-(3-furanylmethylideneamino)-3,5-dihydroxybenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,1178171,"N-(2-furanylmethyl)-2-(4-oxo-6-phenyl-3-thieno[2,3-d]pyrimidinyl)acetamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,16745663,"4-(7-Hydrocinnamoyloxy-6,8-diketo-7-methyl-isochromen-3-yl)butyric acid methyl ester",16.711475124459902,1
Bcl2l1,1.3131358098906096,59447631,"6-[8-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-1H-isoquinolin-2-yl]-3-(3-phenylpropyl)pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,3938248,6-Mercaptoguanosine,16.711475124459902,1
Bcl2l1,1.3131358098906096,2012042,[(2Z)-3-oxo-2-(pyridin-4-ylmethylidene)-1-benzofuran-6-yl] benzoate,16.711475124459902,1
Bcl2l1,1.3131358098906096,8219209,"2-[3-(2-Methoxyphenyl)acryloyl]-7-(methylamino)-2,4,6-cycloheptatrien-1-one",16.711475124459902,1
Bcl2l1,1.3131358098906096,2427931,(E)-2-cyano-3-(5-methyl-2-furyl)-N-(5-quinolyl)acrylamide;hydrochloride,16.711475124459902,1
Bcl2l1,1.3131358098906096,24776216,4-(4-butyl-4-methoxypiperidin-1-yl)-N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,2792011,"2-[5-(3,4-Dimethylphenyl)-4-oxo-3-thieno[2,3-d]pyrimidinyl]acetonitrile",16.711475124459902,1
Bcl2l1,1.3131358098906096,946090,"5-[(5-Bromothiophen-2-yl)methylidene]-2-sulfanylidene-1,3-diazinane-4,6-dione",16.711475124459902,1
Bcl2l1,1.3131358098906096,46222880,"2-[4-[(Z)-[11-(2-methoxyphenyl)-13-oxo-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-14-ylidene]methyl]phenoxy]acetic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,3108106,"2-Hydroxy-N-(1,8,8-trimethyl-2,4-dioxo-3-aza-bicyclo[3.2.1]oct-3-yl)-benzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109078,"4-Piperidinebenzylidene derivative, 10e",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109068,N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]-4-{4-methoxy-4-[(2-phenylphenyl)methyl]piperidin-1-yl}benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,16109091,"N-Benylpiperazine derivative, 23d",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109159,"N-Benylpiperazine derivative, 23j",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109069,N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]-4-{4-methoxy-4-[(4-phenylphenyl)methyl]piperidin-1-yl}benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,2399900,3-[(4-chlorophenyl)sulfamoyl]-N-(pyridin-4-ylmethylideneamino)benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,16109139,4-{4-[(2-chlorophenyl)methyl]-4-methoxypiperidin-1-yl}-N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,16109150,"4-Piperidinebenzylidene derivative, 10d",16.711475124459902,1
Bcl2l1,1.3131358098906096,1332381,3-(4-chloro-3-nitrophenyl)-N-[4-(1-pyrrolidinyl)phenyl]acrylamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,68972318,"1-[7-Ethyl-6-[3-ethyl-1,6,7-trihydroxy-5-(3-methylbutanoyl)naphthalen-2-yl]-2,3,5-trihydroxynaphthalen-1-yl]-3-methylbutan-1-one",16.711475124459902,1
Bcl2l1,1.3131358098906096,25267081,"US9115061, Xvi",16.711475124459902,1
Bcl2l1,1.3131358098906096,25267082,"US9115061, Xiv",16.711475124459902,1
Bcl2l1,1.3131358098906096,5873671,(3-formylphenyl) (E)-3-(furan-2-yl)prop-2-enoate,16.711475124459902,1
Bcl2l1,1.3131358098906096,16109092,"N-Benylpiperazine derivative, 23f",16.711475124459902,1
Bcl2l1,1.3131358098906096,620366,"8-(Trifluoromethoxy)-3a,4,5,9b-tetrahydro-3H-cyclopenta[c]quinoline-4-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,8100349,"[2-[(3,5-Dichloro-4-methylpyridin-2-yl)amino]-2-oxoethyl] 2-(2-methylphenoxy)acetate",16.711475124459902,1
Bcl2l1,1.3131358098906096,25267445,"[4-(Trifluoromethyl)phenyl]-[2,3,5-trihydroxy-7-methyl-6-[1,6,7-trihydroxy-3-methyl-5-[4-(trifluoromethyl)benzoyl]naphthalen-2-yl]naphthalen-1-yl]methanone",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109077,"4-Piperidinebenzylidene derivative, 10c",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109162,"N-Benylpiperazine derivative, 23p",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109095,"N-Benylpiperazine derivative, 23k",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109161,"N-Benylpiperazine derivative, 23n",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109094,"N-Benylpiperazine derivative, 23i",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109093,"N-Benylpiperazine derivative, 23h",16.711475124459902,1
Bcl2l1,1.3131358098906096,16759464,"1-O-methyl 4-O-(7-methyl-6,8-dioxo-3-thiophen-3-ylisochromen-7-yl) butanedioate",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109156,"N-Benylpiperazine derivative, 23c",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109081,"4-Piperidinebenzylidene derivative, 10j",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109151,"4-Piperidinebenzylidene derivative, 10f",16.711475124459902,1
Bcl2l1,1.3131358098906096,46836110,"2-[8-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-1H-isoquinolin-2-yl]-5-(4-phenoxybutyl)-1,3-thiazole-4-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,90644934,"6-[8-(1,3-Benzothiazol-2-ylcarbamoyl)-5,6,7,8-tetrahydronaphthalen-2-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,90644932,"6-[8-(1,3-Benzothiazol-2-ylcarbamoyl)naphthalen-2-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,668461,"2-(3-chlorophenyl)-2,3-dihydro-1H-perimidine",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473225,N-(4-phenoxyphenyl)sulfonyl-4-phenylbenzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,53473224,"4-(3,5-dichlorophenyl)-N-[4-(phenoxymethyl)phenyl]sulfonylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,59447590,"6-[8-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-1H-isoquinolin-2-yl]-3-[(E)-2-phenylethenyl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,59447641,"6-[8-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-1H-isoquinolin-2-yl]-3-(4-phenoxybutyl)pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109065,4-{4-[(3-chlorophenyl)methyl]-4-methoxypiperidin-1-yl}-N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,53473314,"3-(3,5-dichlorophenyl)-N-[4-(phenoxymethyl)phenyl]sulfonylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473315,"3-(2,4-dichlorophenyl)-N-[4-(phenoxymethyl)phenyl]sulfonylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,91898698,"2-Chloro-5-[5-[1-[(4-fluoro-1,3-benzothiazol-2-yl)diazenyl]ethyl]furan-2-yl]benzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,91898681,2-Chloro-3-[5-[1-(quinolin-2-yldiazenyl)ethyl]furan-2-yl]benzoic acid,16.711475124459902,1
Bcl2l1,1.3131358098906096,91898680,"3-[5-[[(5-Phenyl-1,3-thiazol-2-yl)diazenyl]methyl]furan-2-yl]benzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,46223324,"2-[3-[(Z)-[11-(3-fluorophenyl)-13-oxo-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-14-ylidene]methyl]phenoxy]acetic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,90644936,"6-[3-(1,3-Benzothiazol-2-ylcarbamoyl)-1-benzothiophen-5-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473226,4-(4-fluorophenyl)-N-(4-phenoxyphenyl)sulfonylbenzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,46836568,"2-(8-(benzo[d]thiazol-2-ylcarbamoyl)-3,4-dihydroisoquinolin-2(1H)-yl)-5-(3-phenoxypropyl)thiazole-4-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473574,N-[4-(phenoxymethyl)phenyl]sulfonyl-3-phenylbenzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,53473573,N-[4-(phenoxymethyl)phenyl]sulfonyl-4-phenylbenzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,53473319,"3-(3,5-dichlorophenyl)-N-(6-phenoxypyridin-3-yl)sulfonylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473132,4-(4-fluorophenyl)-N-[4-(phenoxymethyl)phenyl]sulfonylbenzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,46223325,"2-[3-[(Z)-(11-naphthalen-1-yl-13-oxo-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-14-ylidene)methyl]phenoxy]acetic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,60169703,"5-(4-chlorophenyl)-4-[3-[4-[4-[[4-[[(2R)-4-(dimethylamino)-1-phenylsulfanylbutan-2-yl]amino]-3-nitrophenyl]sulfonylcarbamoyl]phenyl]piperazin-1-yl]phenyl]-1,2-dimethyl-N-[3-(4-methylpiperazin-1-yl)propyl]pyrrole-3-carboxamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,71453306,"5-(4-chlorophenyl)-4-[3-[4-[4-[[4-[[(2R)-4-(dimethylamino)-1-phenylsulfanylbutan-2-yl]amino]-3-nitrophenyl]sulfonylamino]phenyl]piperazin-1-yl]phenyl]-1,2-dimethyl-N-[3-(4-methylpiperazin-1-yl)propyl]pyrrole-3-carboxamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,90644935,"6-[3-(1,3-Benzothiazol-2-ylcarbamoyl)imidazo[1,2-a]pyridin-6-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,91898701,"3-[5-[1-(1,3-Benzothiazol-2-yldiazenyl)ethyl]furan-2-yl]-2-chlorobenzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,90865559,"5-[5-[1-(1,3-Benzothiazol-2-yldiazenyl)ethyl]furan-2-yl]-2-chlorobenzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,91408600,"5-[5-[1-(1,3-Benzothiazol-2-yldiazenyl)ethyl]thiophen-2-yl]furan-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,91898702,"5-[5-[1-(1,3-Benzothiazol-2-yldiazenyl)ethyl]furan-2-yl]-2-nitrobenzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,71297203,"(E)-2-(8-(2-(Benzo[d]thiazol-2-yl)hydrazono)-5,6,7,8-tetrahydronaphthalen-2-yl)-5-(4-phenylbutyl)thiazole-4-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,90644934,"6-[8-(1,3-Benzothiazol-2-ylcarbamoyl)-5,6,7,8-tetrahydronaphthalen-2-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,59447540,"6-(8-(benzo[d]thiazol-2-ylcarbamoyl)-3,4-dihydroisoquinolin-2(1H)-yl)-3-(3-phenoxypropyl)picolinic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,71747851,"6-[(1E)-1-(1,3-benzothiazol-2-ylhydrazinylidene)-2,3-dihydroinden-4-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473133,4-(4-chlorophenyl)-N-[4-(phenoxymethyl)phenyl]sulfonylbenzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,91898693,"5-[5-[1-[(5-Bromo-1,3-benzothiazol-2-yl)diazenyl]ethyl]furan-2-yl]-2-chlorobenzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,91898696,"5-[3-[1-(1,3-Benzothiazol-2-yldiazenyl)ethyl]phenyl]pyridine-3-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,44344017,"[4,4-Bis-(4-chloro-phenyl)-but-3-enyl]-dimethyl-amine",16.711475124459902,1
Bcl2l1,1.3131358098906096,91898689,"4-[5-[1-(1,3-Benzothiazol-2-yldiazenyl)ethyl]furan-2-yl]benzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,73350570,"6-[(4Z)-4-(1,3-benzothiazol-2-ylhydrazinylidene)-1-oxo-2,3-dihydrothiochromen-6-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,91898683,"3-[5-[1-(1,3-Benzoxazol-2-yldiazenyl)ethyl]furan-2-yl]-2-methylbenzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473660,N-[4-(phenoxymethyl)phenyl]sulfonyl-2-phenylbenzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,53473388,"3-(3,4-dichlorophenyl)-N-(4-phenoxyphenyl)sulfonylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,91111177,"3-[5-[(1,3-Benzothiazol-2-yldiazenyl)methyl]furan-2-yl]benzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,46221586,"3-[5-[(Z)-[11-(3-nitrophenyl)-13-oxo-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-14-ylidene]methyl]furan-2-yl]benzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,17578782,"N-(1,1-dioxo-3-thiolanyl)-N-ethyl-2-[(5Z)-5-(2-furanylmethylidene)-4-oxo-2-sulfanylidene-3-thiazolidinyl]propanamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,46223328,"2-[3-[(Z)-[11-(2-methoxyphenyl)-13-oxo-5-phenylmethoxy-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2(7),3,5,16-pentaen-14-ylidene]methyl]phenoxy]acetic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,25229694,"2-Phenyl-1-[2,3,5-trihydroxy-7-methyl-6-[1,6,7-trihydroxy-3-methyl-5-(2-phenylacetyl)naphthalen-2-yl]naphthalen-1-yl]ethanone",16.711475124459902,1
Bcl2l1,1.3131358098906096,658547,"8-(2-Furanyl)-6-[4-[2-furanyl(oxo)methyl]-1-piperazinyl]-3,3-dimethyl-1,4-dihydrothiopyrano[3,4-c]pyridine-5-carbonitrile",16.711475124459902,1
Bcl2l1,1.3131358098906096,1053503,[2-(3-Chlorophenyl)-5-(furan-2-yl)pyrazol-3-yl]-piperidin-1-ylmethanone,16.711475124459902,1
Bcl2l1,1.3131358098906096,46221374,"3-[5-[(Z)-[11-(2-fluorophenyl)-13-oxo-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-14-ylidene]methyl]furan-2-yl]benzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,24979772,"(E)-N-[2-(2,6-difluoroanilino)-2-keto-ethyl]-N-ethyl-3-(2-quinolyl)acrylamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,60169796,5-(4-chlorophenyl)-1-cyclopropyl-4-[3-[4-[4-[[4-[[(2R)-4-(dimethylamino)-1-phenylsulfanylbutan-2-yl]amino]-3-nitrophenyl]sulfonylamino]phenyl]piperazin-1-yl]phenyl]-2-methylpyrrole-3-carboxylic acid,16.711475124459902,1
Bcl2l1,1.3131358098906096,46223561,"2-[3-[(Z)-[5-(2-methoxyphenyl)-3-oxo-7-phenyl-5H-[1,3]thiazolo[3,2-a]pyrimidin-2-ylidene]methyl]phenoxy]acetic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,753116,6-Bromo-2-(5-methylfuran-2-yl)quinoline-4-carboxylic acid,16.711475124459902,1
Bcl2l1,1.3131358098906096,9671774,"2-methyl-N-[(5-nitro-2-furyl)methyleneamino]imidazo[1,2-a]pyridine-3-carboxamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,16109066,N-[(4-{[(2R)-4-(dimethylamino)-1-(phenylsulfanyl)butan-2-yl]amino}-3-nitrobenzene)sulfonyl]-4-{4-[(2-fluorophenyl)methyl]-4-methoxypiperidin-1-yl}benzamide,16.711475124459902,1
Bcl2l1,1.3131358098906096,46842207,"6-[1-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-2H-quinolin-7-yl]pyridine-2-carboxylic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473662,"3-(3,5-dichlorophenyl)-N-(4-phenylmethoxyphenyl)sulfonylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473661,"4-(3,5-dichlorophenyl)-N-(4-phenylmethoxyphenyl)sulfonylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,53473227,"4-(3,5-dichlorophenyl)-N-(4-phenoxyphenyl)sulfonylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,24980374,"N-[3-methyl-1,1-bis(oxidanylidene)thiolan-3-yl]-3-(4-oxidanylidene-5,6,7,8-tetrahydro-3H-[1]benzothiolo[2,3-d]pyrimidin-2-yl)propanamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,25093275,"8-Oxido-12,14-dioxa-8-azatetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-1(10),2(7),3,5,8,11(15),16-heptaen-8-ium",16.711475124459902,1
Bcl2l1,1.3131358098906096,25093274,"7,8-Dimethoxy-5-oxidophenanthridin-5-ium",16.711475124459902,1
Bcl2l1,1.3131358098906096,91929586,(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-(1H-indol-3-yl)propanoyl]amino]propanoyl]amino]propanoyl]amino]-5-oxopentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-4-carboxybutanoyl]amino]-4-methylpentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-4-methylsulfanylbutanoyl]amino]-3-hydroxypropanoyl]amino]-3-carboxypropanoyl]amino]-4-carboxybutanoyl]amino]-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]-3-carboxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-phenylpropanoyl]amino]hexanoic acid,16.711475124459902,1
Bcl2l1,1.3131358098906096,60171063,"5-(4-chlorophenyl)-1,2-dimethyl-N-[3-(4-methylpiperazin-1-yl)propyl]-4-phenylpyrrole-3-carboxamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,24980576,"N-[2-(2,3-dimethylanilino)-2-oxoethyl]-3-pyrrol-1-ylbenzamide",16.711475124459902,1
Bcl2l1,1.3131358098906096,25093288,"7,8-Dihydroxy-5-methylphenanthridin-5-ium chloride",16.711475124459902,1
Bcl2l1,1.3131358098906096,25093271,"8-Methyl-12,14-dioxa-8-azatetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-1(10),2(7),3,5,8,11(15),16-heptaen-8-ium iodide",16.711475124459902,1
Bcl2l1,1.3131358098906096,25093269,"7,8-Dimethoxy-5-methylphenanthridin-5-ium iodide",16.711475124459902,1
Bcl2l1,1.3131358098906096,46221585,"3-[5-[(Z)-[11-(4-fluorophenyl)-13-oxo-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-14-ylidene]methyl]furan-2-yl]benzoic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,46907075,ent-16alpha-Hydroxykaur-11-en-18-oic acid,16.711475124459902,1
Bcl2l1,1.3131358098906096,46907040,ent-17-Hydroxytrachyloban-18-oic acid,16.711475124459902,1
Bcl2l1,1.3131358098906096,46907039,ent-Trachyloban-18-oic acid,16.711475124459902,1
Bcl2l1,1.3131358098906096,46223560,"2-(3-((Z)-((E)-9-(3-Fluorobenzylidene)-5-(3-fluorophenyl)-3-oxo-3,5,6,7,8,9-hexahydro-2H-thiazolo[2,3-b]quinazolin-2-ylidene)methyl)-phenoxy)acetic Acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,46887075,"2-[3-[(Z)-[8-methoxy-11-(2-methoxyphenyl)-13-oxo-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-14-ylidene]methyl]phenoxy]acetic acid",16.711475124459902,1
Bcl2l1,1.3131358098906096,2807230,"3-[(2-nitrophenyl)sulfanylmethyl]-4-prop-2-enyl-1H-1,2,4-triazole-5-thione",16.711475124459902,1
Bcl2l1,1.3131358098906096,25267798,"3-Ethyl-1-[6-[5-(3-ethylheptanoyl)-1,6,7-trihydroxy-3-methylnaphthalen-2-yl]-2,3,5-trihydroxy-7-methylnaphthalen-1-yl]heptan-1-one",16.711475124459902,1
