gene,Subacute-log10(padj),np_score_1000,color,Pubchem_CID,Name
Kif11,4.450332649484003,19.9919714603141,blue,11597510,"(S)-1-(3-(2,5-difluorophenyl)-5-(3-(3,3-difluoropyrrolidin-1-yl)propyl)-5-phenyl-4,5-dihydropyrazol-1-yl)ethanone"
Kif11,4.450332649484003,19.9919714603141,blue,44435351,"(S)-1-(3-(2,5-difluorophenyl)-5-(3-(dimethylamino)propyl)-5-phenyl-4,5-dihydropyrazol-1-yl)ethanone"
Kif11,4.450332649484003,19.9919714603141,blue,44430576,"(S)-4-(2,5-difluorophenyl)-N,N-dimethyl-2-phenyl-2-(3-(2,2,2-trifluoroethylamino)propyl)-2H-pyrrole-1(5H)-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,44435377,"(S)-2-((R)-3-amino-4,4-difluorobutyl)-4-(2,5-difluorophenyl)-N,N-dimethyl-2-phenyl-2H-pyrrole-1(5H)-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,23626142,"N-[4-(2,3-dihydro-1,4-benzodioxin-6-yl)phenyl]sulfamide"
Kif11,4.450332649484003,19.9919714603141,blue,44430578,"(S)-2-((S)-3-amino-4,4-difluorobutyl)-4-(2,5-difluorophenyl)-N,N-dimethyl-2-phenyl-2H-pyrrole-1(5H)-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,2782719,4'-Trifluoromethyl-biphenyl-4-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,11336022,N-[4'-(trifluoromethyl)-4-biphenylyl]methanesulfonamide
Kif11,4.450332649484003,19.9919714603141,blue,11359945,N-[3-(methoxy)-4''-(trifluoromethyl)-4-biphenylyl]sulfamide
Kif11,4.450332649484003,19.9919714603141,blue,11348021,"N-[4-(2,2-difluoro-1,3-benzodioxol-5-yl)phenyl]sulfamide"
Kif11,4.450332649484003,19.9919714603141,blue,91531690,"(3aS,10R)-2-butyl-10-(3-hydroxy-phenyl)-3a,4,9,10-tetrahydro-2,9,10a-triaza-cyclopenta[b]fluorene-1,3-dione"
Kif11,4.450332649484003,19.9919714603141,blue,83278,Biphenyl-4-ylurea
Kif11,4.450332649484003,19.9919714603141,blue,11427185,"N-[4-(2,2-dimethyl-1,3-benzodioxol-5-yl)phenyl]sulfamide"
Kif11,4.450332649484003,19.9919714603141,blue,11659042,N-(4'-t-butyl-4-biphenylyl)urea
Kif11,4.450332649484003,19.9919714603141,blue,11595053,"N-(4''-bromo-3,3''-difluoro-4-biphenylyl)urea"
Kif11,4.450332649484003,19.9919714603141,blue,2782709,"4'-(Trifluoromethyl)-[1,1'-biphenyl]-4-amine"
Kif11,4.450332649484003,19.9919714603141,blue,11405234,N-[3-(methylamino)-4''-(trifluoromethyl)-4-biphenylyl]sulfamide
Kif11,4.450332649484003,19.9919714603141,blue,11461630,N-[4'-(trifluoromethyl)-4-biphenylyl]ethanesulfonamide
Kif11,4.450332649484003,19.9919714603141,blue,15541180,4-(4-Trifluoromethylphenyl)phenol
Kif11,4.450332649484003,19.9919714603141,blue,23625982,N-cyano-N''-[4''-(trifluoromethyl)-4-biphenylyl]guanidine
Kif11,4.450332649484003,19.9919714603141,blue,11695867,N-{4''-[(trifluoromethyl)sulfonyl]-4-biphenyl}urea
Kif11,4.450332649484003,19.9919714603141,blue,11737887,"N-[4-(1,3-benzodioxol-5-yl)phenyl]sulfamide"
Kif11,4.450332649484003,19.9919714603141,blue,11695302,N-{4''-[(trifluoromethyl)thio]-4-biphenyl}urea
Kif11,4.450332649484003,19.9919714603141,blue,11163979,"N-[3,5-difluoro-4''-(trifluoromethyl)-4-biphenylyl]sulfamide"
Kif11,4.450332649484003,19.9919714603141,blue,23626137,1-[4''-(Trifluoromethyl)-4-biphenylyl]methanesulfonamide
Kif11,4.450332649484003,19.9919714603141,blue,11428074,N-[3-Chloro-4''-(trifluoromethyl)-4-biphenylyl]sulfamide
Kif11,4.450332649484003,19.9919714603141,blue,11176379,"N-[4-(2,2,4,4-tetrafluoro-4H-1,3-benzodioxin-6-yl)phenyl]sulfamide"
Kif11,4.450332649484003,19.9919714603141,blue,23626139,4''-(Trifluoromethyl)-4-biphenylyl carbamate
Kif11,4.450332649484003,19.9919714603141,blue,11687592,4'-(Trifluoromethyl)biphenyl-4-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,11232296,N-[4'-(trifluoromethyl)-3-biphenylyl]methanesulfonamide
Kif11,4.450332649484003,19.9919714603141,blue,23626140,"N-[4''-(2,2,2-trifluoroethyl)-4-biphenylyl]methanesulfonamide"
Kif11,4.450332649484003,19.9919714603141,blue,11175005,N-[2-fluoro-4''-(trifluoromethyl)-4-biphenylyl]sulfamide
Kif11,4.450332649484003,19.9919714603141,blue,11593788,N-(4'-methyl-4-biphenylyl)urea
Kif11,4.450332649484003,19.9919714603141,blue,15541181,4''-(Trifluoromethyl)-4-biphenylyl sulfamate
Kif11,4.450332649484003,19.9919714603141,blue,53482880,"(2S)-N-[(3S)-3-amino-4-fluorobutyl]-N-[(1S)-1-[2-benzyl-5-(2,5-difluorophenyl)-1,2,4-triazol-3-yl]-2-methoxy-2-methylpropyl]-2-hydroxypropanamide"
Kif11,4.450332649484003,19.9919714603141,blue,53482933,"(2S)-N-[(1S)-1-[2-benzyl-5-(2,5-difluorophenyl)-1,2,4-triazol-3-yl]-2-methoxy-2-methylpropyl]-N-[[(3S,4R)-4-fluoropyrrolidin-3-yl]methyl]oxolane-2-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,53482877,"(2S)-N-[(3S)-3-amino-4-fluorobutyl]-N-[(1S)-1-[5-(2,5-difluorophenyl)-2-[(3-fluorophenyl)methyl]-1,2,4-triazol-3-yl]-2-methoxy-2-methylpropyl]oxolane-2-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,53482934,"(2S)-N-[(1S)-1-[5-(2,5-difluorophenyl)-2-[(3-fluorophenyl)methyl]-1,2,4-triazol-3-yl]-2-methoxy-2-methylpropyl]-N-[[(3S,4R)-4-fluoropyrrolidin-3-yl]methyl]-2-hydroxypropanamide"
Kif11,4.450332649484003,19.9919714603141,blue,53482879,"(2S)-N-[(3S)-3-amino-4-fluorobutyl]-N-[(1S)-1-[5-(2,5-difluorophenyl)-2-[(3-fluorophenyl)methyl]-1,2,4-triazol-3-yl]-2-methoxy-2-methylpropyl]-2-hydroxypropanamide"
Kif11,4.450332649484003,19.9919714603141,blue,53482932,"(2S)-N-[(1S)-1-[5-(2,5-difluorophenyl)-2-[(3-fluorophenyl)methyl]-1,2,4-triazol-3-yl]-2-methoxy-2-methylpropyl]-N-[[(3S,4R)-4-fluoropyrrolidin-3-yl]methyl]oxolane-2-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,53482881,"(2S)-N-[(1S)-1-[5-(2,5-difluorophenyl)-2-[(3-fluorophenyl)methyl]-1,2,4-triazol-3-yl]-2-methoxy-2-methylpropyl]-N-[[(3S,4R)-1-ethyl-4-fluoropyrrolidin-3-yl]methyl]oxolane-2-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,53482878,"(2S)-N-[(3S)-3-amino-4-fluorobutyl]-N-[(1S)-1-[2-benzyl-5-(2,5-difluorophenyl)-1,2,4-triazol-3-yl]-2-methoxy-2-methylpropyl]oxolane-2-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,45266928,N-(2-methoxyphenyl)-2-(4-methoxyphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,25165854,2-((3-Fluoro-4-methoxyphenyl)amino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45267853,2-((4-(Methylthio)phenyl)amino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,25164662,2-(4-sulfamoylphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,25165473,2-(4-(methylsulfonyl)phenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,25164463,2-(4-methoxyphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,25165666,(2e)-2-(3-Fluoranyl-4-Methoxy-Phenyl)imino-1-[[2-(Trifluoromethyl)phenyl]methyl]-3h-Benzimidazole-5-Carboxylic Acid
Kif11,4.450332649484003,19.9919714603141,blue,25165475,2-(4-(methylthio)phenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,45272994,methyl 2-(4-sulfamoylphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylate
Kif11,4.450332649484003,19.9919714603141,blue,45272183,1-(pyridin-2-ylmethyl)-2-(4-sulfamoylphenylamino)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45268781,1-(2-methoxybenzyl)-2-(4-sulfamoylphenylamino)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,25165472,"1-(2,3-dimethoxybenzyl)-2-(4-sulfamoylphenylamino)-1H-benzo[d]imidazole-5-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,45267896,1-(benzo[d]thiazol-2-ylmethyl)-2-(4-sulfamoylphenylamino)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45272991,1-(benzo[b]thiophen-3-ylmethyl)-2-(4-sulfamoylphenylamino)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,25165474,2-(4-(methylsulfonyl)phenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,25165471,2-((4-Methoxyphenyl)amino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,25164661,2-(4-sulfamoylphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45271285,2-(4-sulfamoylphenylamino)-1-(1-(2-(trifluoromethyl)phenyl)ethyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45272180,1-(1-phenylcyclopropyl)-2-(4-sulfamoylphenylamino)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45267851,1-((5-chlorobenzo[b]thiophen-3-yl)methyl)-2-(4-sulfamoylphenylamino)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,54758124,"Methyl 4-[3-aminopropyl-[1-(3-benzyl-4-oxothieno[3,2-d]pyrimidin-2-yl)propyl]carbamoyl]benzoate"
Kif11,4.450332649484003,19.9919714603141,blue,45267863,2-(3-aminopyrrolidin-1-yl)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,45271263,2-(4-methylbenzylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,45268741,2-(4-methoxybenzylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,45272155,2-(4-(methylsulfonyl)benzylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,45267020,2-(4-sulfamoylbenzylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,45271267,2-(2-morpholinoethylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylic acid
Kif11,4.450332649484003,19.9919714603141,blue,45270431,methyl 2-(4-methoxyphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylate
Kif11,4.450332649484003,19.9919714603141,blue,45272152,methyl 2-(4-(methylthio)phenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxylate
Kif11,4.450332649484003,19.9919714603141,blue,45271261,N-(2-methoxyphenyl)-2-(4-sulfamoylphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45267860,2-(4-methoxyphenylamino)-N-methyl-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45268737,N-methyl-2-(4-sulfamoylphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide
Kif11,4.450332649484003,19.9919714603141,blue,45269595,"N,N-dimethyl-2-(4-sulfamoylphenylamino)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazole-5-carboxamide"
Kif11,4.450332649484003,19.9919714603141,blue,45269596,4-(5-(pyrrolidine-1-carbonyl)-1-(2-(trifluoromethyl)benzyl)-1H-benzo[d]imidazol-2-ylamino)benzenesulfonamide
Kif11,4.450332649484003,19.9919714603141,blue,66572428,"(2R)-2-amino-3-[2-(3,4-dichlorophenyl)-1,1-diphenylethyl]sulfanylpropanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,66572225,2-[Diphenyl(pyridin-4-yl)methyl]sulfanylethanamine
Kif11,4.450332649484003,19.9919714603141,blue,66572226,"2-(2-Aminoethylsulfanyl)-1,2,2-triphenylethanone"
Kif11,4.450332649484003,19.9919714603141,blue,66572323,"(2R)-2-amino-3-[1-(2-fluorophenyl)-1,2-diphenylethyl]sulfanylpropanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,66572324,"(2R)-2-amino-3-[1-(3-chlorophenyl)-1,2-diphenylethyl]sulfanylpropanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,66572325,"(2R)-2-amino-3-[1-(3-hydroxyphenyl)-1,2-diphenylethyl]sulfanylpropanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,66572326,"(2R)-2-amino-3-[1-(4-fluorophenyl)-1,2-diphenylethyl]sulfanylpropanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,66572327,"(2R)-2-amino-3-[1-(4-chlorophenyl)-1,2-diphenylethyl]sulfanylpropanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,25014748,S-[Diphenyl(pyridin-4-yl)methyl]-L-cysteine
Kif11,4.450332649484003,19.9919714603141,blue,76044,S-Trityl-L-cysteine
Kif11,4.450332649484003,19.9919714603141,blue,66572322,"(2R)-2-amino-3-(1,1,2-triphenylethylsulfanyl)propanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,66572336,"2-(1,1,2-Triphenylethylthio)Ethanamine"
Kif11,4.450332649484003,19.9919714603141,blue,66572223,"(2R)-2-amino-3-(1,1,3-triphenylpropylsulfanyl)propanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,66572426,"(2R)-2-amino-3-[2-(3-chlorophenyl)-1,1-diphenylethyl]sulfanylpropanoic acid"
Kif11,4.450332649484003,19.9919714603141,blue,66572427,"(2R)-2-amino-3-[2-(4-chlorophenyl)-1,1-diphenylethyl]sulfanylpropanoic acid"
