gene,Acute-log10(padj),Pubchem_CID,Name,np_score_mean_by_name,gene_count_by_name
Kit,2.6755309309739466,77980441,"4-[3-(dimethylamino)propyl-methylamino]-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,118696801,"N-benzyl-1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,77962422,"N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]-4-piperazin-1-ylbenzamide",12.9801595667336,1
Kit,2.6755309309739466,59860409,4-[(4-chloropyridin-3-yl)sulfonylamino]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide,12.9801595667336,1
Kit,2.6755309309739466,77962341,"4-(4-methylpiperazin-1-yl)-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962493,"4-(4-methylpiperazin-1-yl)-N-[6-(4-phenylmethoxyphenoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962371,"4-(4-methylpiperazin-1-yl)-N-(6-phenoxy-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl)benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962347,"4-(4-methylpiperazin-1-yl)-N-[6-(2-phenoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,71280448,"N-(2-methyl-5-(5-(3-oxocyclobutyl)-1,2,4-oxadiazol-3-yl)phenyl)imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,137554063,N-[6-(2-Benzyloxy-ethoxy)-1H-indazol-3-yl]-(1-methyl-piperidin-4-ylamino)-benzamide,12.9801595667336,1
Kit,2.6755309309739466,71280796,"N-[5-[5-[3-methoxy-3-(trifluoromethyl)cyclobutyl]-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-N-methylimidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696971,"N-[(4-chlorophenyl)methyl]-1-[6-[1-(2-hydroxy-2-methylpropyl)pyrazol-4-yl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280779,"N-[5-[5-(3,3-difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-6-(1-hydroxyethyl)imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280245,"2-[4-[3-[[5-[5-(3,3-Difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]carbamoyl]imidazo[1,2-a]pyridin-6-yl]pyrazol-1-yl]acetic acid",12.9801595667336,1
Kit,2.6755309309739466,71280905,"N-[5-[5-(3,3-difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-fluorophenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280203,"6-fluoro-N-[5-[5-(3-hydroxycyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696808,"N-[(4-fluorophenyl)methyl]-1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696809,"1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]-N-[(4-methylthiophen-2-yl)methyl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,133081636,"N-[(4-methylphenyl)methyl]-1-(6-pyrazolidin-4-ylpyrrolo[2,1-f][1,2,4]triazin-4-yl)azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696812,"N-(4-cyanophenyl)-1-[6-(1,3-dimethylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,60154831,"N-[3-amino-5-(3-pyridin-4-yl-1H-pyrrolo[2,3-b]pyridin-5-yl)phenyl]-3-(trifluoromethyl)benzenesulfonamide",12.9801595667336,1
Kit,2.6755309309739466,77962489,"tert-butyl 4-[4-[[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]carbamoyl]phenyl]piperazine-1-carboxylate",12.9801595667336,1
Kit,2.6755309309739466,71280733,"N-[5-[5-(3-hydroxy-3-methylcyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280607,"N-[5-[5-(1-aminocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,89421182,"N-[2-fluoro-5-[5-(3-methylidenecyclobutyl)-1,2,4-oxadiazol-3-yl]phenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71288587,"N-[5-[5-(3,3-difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-6-(2H-tetrazol-5-yl)imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280908,"N-[5-[5-(3,3-difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-6-(2-hydroxy-2-methylpropyl)imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280819,"N-[5-[5-[(1S,2R)-2-fluorocyclopropyl]-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-7-methylimidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280241,"N-(5-(5-(3,3-difluorocyclobutyl)-1,2,4-oxadiazol-3-yl)-2-methylphenyl)-7-morpholinoimidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696805,"N-[(4-methylphenyl)methyl]-1-[6-(2-methylpyrazol-3-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280963,"methyl N-[3,3-difluoro-1-[3-[4-methyl-3-[(7-methylimidazo[1,2-a]pyridine-3-carbonyl)amino]phenyl]-1,2,4-oxadiazol-5-yl]cyclobutyl]carbamate",12.9801595667336,1
Kit,2.6755309309739466,71280751,"N-[5-(5-cyclobutyl-1,2,4-oxadiazol-3-yl)-2-fluorophenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71281110,"N-[5-(3-cyclopropyl-1,2,4-oxadiazol-5-yl)-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71816087,"5-[(Z)-[6-[(2-fluoro-4-methoxybenzoyl)carbamoylamino]-2-oxo-1H-indol-3-ylidene]methyl]-2,4-dimethyl-N-(2-pyrrolidin-1-ylethyl)-1H-pyrrole-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696807,"1-[6-(3,6-dihydro-2H-pyran-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]-N-[(4-methylphenyl)methyl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696815,"N-(4-cyanophenyl)-1-[6-(1,5-dimethylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696811,"1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]-N-[(5-methylthiophen-2-yl)methyl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280726,"N-[5-[5-(3-fluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-6-methylimidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280741,"N-[5-[5-(1-hydroxycyclopropyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71281214,"N-[5-[5-(3,3-difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-7-(difluoromethoxy)imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280542,"N-(5-(5-(3-hydroxycyclobutyl)-1,2,4-oxadiazol-3-yl)-2-methylphenyl)imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71282794,"3-[3-[[5-[5-(3,3-Difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]carbamoyl]imidazo[1,2-a]pyridin-6-yl]propanoic acid",12.9801595667336,1
Kit,2.6755309309739466,71288585,"6-fluoro-N-[5-[5-[3-(2-hydroxy-2-methylpropoxy)cyclobutyl]-1,2,4-oxadiazol-3-yl]-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71281211,"7-cyano-N-[5-[5-(3,3-difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,89421282,"7-methyl-N-[2-methyl-5-[5-[(2,2,3,3-tetrafluorocyclobutyl)oxymethyl]-1,2,4-oxadiazol-3-yl]phenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,89421130,"6-methyl-N-[2-methyl-5-[5-[(2,2,3,3-tetrafluorocyclobutyl)oxymethyl]-1,2,4-oxadiazol-3-yl]phenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280864,"N-[5-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280267,"N-[5-[5-(3-fluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-7-methylimidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280432,"N-[5-[5-(2-hydroxycyclopropyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280904,"N-[5-[5-(3,3-difluorocyclobutyl)-1,2,4-oxadiazol-3-yl]-2-methylphenyl]-6-[(4-methylpiperazin-1-yl)methyl]imidazo[1,2-a]pyridine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,71280305,Labuxtinib,12.9801595667336,1
Kit,2.6755309309739466,118696806,"1-[6-(1-methylimidazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]-N-[(4-methylphenyl)methyl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696793,"(1S)-1-(4-methylphenyl)-N-[[1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidin-3-yl]methyl]ethanamine",12.9801595667336,1
Kit,2.6755309309739466,118698011,"(1R)-1-(4-methylphenyl)-N-[[1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidin-3-yl]methyl]ethanamine",12.9801595667336,1
Kit,2.6755309309739466,71281029,"tert-butyl N-[1-[3-[3-(imidazo[1,2-a]pyridine-3-carbonylamino)-4-methylphenyl]-1,2,4-oxadiazol-5-yl]cyclobutyl]carbamate",12.9801595667336,1
Kit,2.6755309309739466,118696994,"N-[(1S)-1-(4-fluorophenyl)ethyl]-1-[6-[4-(2-hydroxybutan-2-yl)phenyl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118697068,"N-[(1S)-1-(4-chlorophenyl)propyl]-1-[6-[4-(2-hydroxybutan-2-yl)phenyl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118698116,"methyl 4-[4-[3-[(4-chloro-2-fluorophenyl)methylcarbamoyl]-3-methylazetidin-1-yl]pyrrolo[2,1-f][1,2,4]triazin-6-yl]-3,6-dihydro-2H-pyridine-1-carboxylate",12.9801595667336,1
Kit,2.6755309309739466,118697041,"N-[(1S)-1-(4-chlorophenyl)propyl]-1-[6-[1-(2-hydroxy-2-methylpropyl)pyrazol-4-yl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118698111,"methyl 4-[4-[3-methoxy-3-[(4-methylphenyl)methylcarbamoyl]azetidin-1-yl]pyrrolo[2,1-f][1,2,4]triazin-6-yl]-3,6-dihydro-2H-pyridine-1-carboxylate",12.9801595667336,1
Kit,2.6755309309739466,118696983,"N-[(1S)-1-(4-methylphenyl)ethyl]-1-[6-[4-[(2-methylpropan-2-yl)oxy]phenyl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,77962354,"N-[6-(1-benzylpiperidin-4-yl)oxy-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962387,"4-(4-methylpiperazin-1-yl)-N-[6-(3-phenylprop-2-ynoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962411,"4-[2-(dimethylamino)ethyl-methylamino]-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962432,"4-[(dimethylamino)methyl]-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,137554064,N-[6-(2-Benzyloxy) 1H-indazol-3-yl]-4-(1-methyl-piperidin-4-yloxy)-benzamide,12.9801595667336,1
Kit,2.6755309309739466,77962436,"N-[6-[2-[(4-methoxyphenyl)methoxy]ethoxy]-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962465,"4-[4-(dimethylamino)piperidin-1-yl]-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962343,"2-fluoro-4-(4-methylpiperazin-1-yl)-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962357,"4-(4-methylpiperazin-1-yl)-N-[6-[2-(pyridin-4-ylmethoxy)ethoxy]-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962376,"4-(2-morpholin-4-ylethylamino)-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962460,"4-(4-methylpiperazin-1-yl)-N-[6-[2-[[3-(trifluoromethyl)phenyl]methoxy]ethoxy]-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962492,"4-(oxan-4-ylamino)-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962458,"4-[(1-methylpiperidin-4-yl)methylamino]-N-[6-(2-phenylmethoxyethoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,118697042,"N-[(1S)-1-(4-chlorophenyl)propyl]-1-[6-[1-[(2S)-2-hydroxybutyl]pyrazol-4-yl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,77962454,"4-(4-methylpiperazin-1-yl)-N-(6-phenylmethoxy-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl)benzamide",12.9801595667336,1
Kit,2.6755309309739466,77962493,"4-(4-methylpiperazin-1-yl)-N-[6-(4-phenylmethoxyphenoxy)-2,3,3a,4,5,6,7,7a-octahydro-1H-indazol-3-yl]benzamide",12.9801595667336,1
Kit,2.6755309309739466,118697008,"N-[(1S)-1-(4-chlorophenyl)propyl]-3-methyl-1-[6-(1-propan-2-ylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696996,"1-[6-[3-fluoro-4-[(2-methylpropan-2-yl)oxy]phenyl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]-N-[(4-methylphenyl)methyl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696900,"N-[1-[6-[4-(2-hydroxypropan-2-yl)phenyl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidin-3-yl]-2-(4-methylphenyl)acetamide",12.9801595667336,1
Kit,2.6755309309739466,118697071,"tert-butyl 4-[4-[3-[[(1S)-1-(4-chlorophenyl)-3-hydroxypropyl]carbamoyl]-3-methylazetidin-1-yl]pyrrolo[2,1-f][1,2,4]triazin-6-yl]-3,6-dihydro-2H-pyridine-1-carboxylate",12.9801595667336,1
Kit,2.6755309309739466,118698019,"3-(hydroxymethyl)-N-[(4-methylphenyl)methyl]-1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696887,"N-(4-bromophenyl)-1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696848,"1-[6-(6-aminopyridin-3-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]-N-[(1S)-1-(4-fluorophenyl)ethyl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118698023,"3-(aminomethyl)-N-[(4-methylphenyl)methyl]-1-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696936,"1-[6-(2,2-dimethyl-3H-1-benzofuran-5-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]-N-[(4-methylphenyl)methyl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696911,"1-[6-[1-(2-hydroxy-2-methylpropyl)pyrazol-4-yl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]-N-[(4-methylphenyl)methyl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696995,"propan-2-yl 4-[4-[3-[(4-methylphenyl)methylcarbamoyl]azetidin-1-yl]pyrrolo[2,1-f][1,2,4]triazin-6-yl]-3,6-dihydro-2H-pyridine-1-carboxylate",12.9801595667336,1
Kit,2.6755309309739466,118696924,"N-[(1S)-1-(4-fluorophenyl)ethyl]-1-[6-[1-(2-methoxyethyl)pyrazol-4-yl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
Kit,2.6755309309739466,118696940,"N-[(4-methylphenyl)methyl]-1-[6-[4-[(2-methylpropan-2-yl)oxy]phenyl]pyrrolo[2,1-f][1,2,4]triazin-4-yl]azetidine-3-carboxamide",12.9801595667336,1
