gene,Acute-log10(padj),Pubchem_CID,Name,np_score_mean_by_name,gene_count_by_name
Alox12,2.679843104070761,54754518,1-[4-[(4-Tert-butylphenyl)methyl]piperazin-1-yl]-3-[1-(6-chloropyridazin-3-yl)-5-(4-fluorophenyl)pyrazol-3-yl]propan-1-one,11.254652679721767,3
Alox12,2.679843104070761,46927848,Ethyl 1-[3-[5-(4-methylphenyl)-1-phenylpyrazol-3-yl]propanoyl]piperidine-4-carboxylate,11.254652679721767,3
Alox12,2.679843104070761,54754354,(4-Propan-2-ylphenyl) 3-[5-(4-methylphenyl)-1-phenylpyrazol-3-yl]propanoate,11.254652679721767,3
Alox12,2.679843104070761,56642018,Ethyl 1-[3-[1-(6-chloropyridazin-3-yl)-5-[4-(trifluoromethyl)phenyl]pyrazol-3-yl]propanoyl]piperidine-4-carboxylate,11.254652679721767,3
Alox12,2.679843104070761,46213934,1-[4-[(4-Tert-butylphenyl)methyl]piperazin-1-yl]-3-[5-(4-methylphenyl)-1-phenylpyrazol-3-yl]propan-1-one,11.254652679721767,3
Alox12,2.679843104070761,56642290,1-[4-[(4-Tert-butylphenyl)methyl]piperazin-1-yl]-3-[5-(4-methylphenyl)-1-quinolin-2-ylpyrazol-3-yl]propan-1-one,11.254652679721767,3
Alox12,2.679843104070761,5281812,Texasin,11.254652679721767,3
Alox12,2.679843104070761,21270134,"6,7-dihydroxy-3-(3-chlorophenyl)-4H-1-benzopyran-4-one",11.254652679721767,3
Alox12,2.679843104070761,21270128,"3,4-dihydro-7,8-dihydroxy-3-(3-methylphenyl)-2H-1-benzopyran",11.254652679721767,3
Xdh,1.276544691801414,10038861,"1,3-Bis(3,4-dihydroxyphenyl)prop-2-en-1-one",11.25191087221565,2
Xdh,1.276544691801414,5281607,Chrysin,11.247220467687015,5
Xdh,1.276544691801414,5280343,Quercetin,11.232384456883938,40
Xdh,1.276544691801414,5280343,Quercetin,11.232384456883938,40
Alox12,2.679843104070761,5280343,Quercetin,11.232384456883938,40
Pde2a,3.9991053068376887,5280343,Quercetin,11.232384456883938,40
Xdh,1.276544691801414,5280343,Quercetin,11.232384456883938,40
Cxcl12,3.4474754350290677,5708903,(E)-1-(4'-Chlorophenyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-en-1-one,11.2091767252424,1
Xdh,1.276544691801414,5282361,4-Hydroxychalcone,11.1308845240214,3
Cxcl12,3.4474754350290677,5282361,4-Hydroxychalcone,11.1308845240214,3
Xdh,1.276544691801414,5282361,4-Hydroxychalcone,11.1308845240214,3
Xdh,1.276544691801414,40634,Trolox,11.1257686240733,4
Xdh,1.276544691801414,5280445,Luteolin,11.109883681712803,20
Xdh,1.276544691801414,5280445,Luteolin,11.109883681712803,20
Xdh,1.276544691801414,5280445,Luteolin,11.109883681712803,20
Pde2a,3.9991053068376887,3108,Dipyridamole,11.084828192902725,4
Pde2a,3.9991053068376887,3108,Dipyridamole,11.084828192902725,4
Pde2a,3.9991053068376887,3108,Dipyridamole,11.084828192902725,4
Xdh,1.276544691801414,72276,Epicatechin,11.08137560779278,9
Xdh,1.276544691801414,5281600,Amentoflavone,11.078873989041725,6
Mme,1.480206784518489,67362517,"(3S)-3-(2,4-dichlorophenyl)-3-[[1-(2-fluorophenyl)-5-[(2R)-2-hydroxy-3,3-dimethylbutoxy]pyrazole-3-carbonyl]amino]propanoic acid",11.06898091161315,2
Mme,1.480206784518489,53308743,(S)-3-{[1-(2-Fluoro-phenyl)-5-methoxy-1H-pyrazole-3-carbonyl]-amino}-3-(2-methyl-phenyl)-propionic acid,11.06898091161315,2
Mme,1.480206784518489,71455231,(3S)-3-[[5-(cyclopropylmethoxy)-1-(2-fluorophenyl)pyrazole-3-carbonyl]amino]-3-(2-methylphenyl)propanoic acid,11.06898091161315,2
Mme,1.480206784518489,71460699,"3-[[2-(4-chlorophenyl)-3-oxo-1H-pyrazole-5-carbonyl]amino]-3-(2,5-dichlorophenyl)propanoic acid",11.06898091161315,2
Mme,1.480206784518489,60182323,"(3s)-3-({[1-(2-Fluorophenyl)-5-{[(2r)-2-Hydroxy-3,3-Dimethylbutyl]oxy}-1h-Pyrazol-3-Yl]carbonyl}amino)-3-(2-Methylphenyl)propanoic Acid",11.06898091161315,2
Alox12,2.679843104070761,72279,6-Hydroxyflavone,11.065900269217249,2
Xdh,1.276544691801414,439246,Naringenin,11.057651301194841,7
Xdh,1.276544691801414,5281654,Isorhamnetin,11.05261145457775,4
Xdh,1.276544691801414,5280459,Quercitrin,11.023642432369257,7
Xdh,1.276544691801414,5466139,"7,8,4'-Trihydroxyisoflavone",11.02126122104926,4
Xdh,1.276544691801414,5466139,"7,8,4'-Trihydroxyisoflavone",11.02126122104926,4
Xdh,1.276544691801414,65275,2-Amino-6-methoxypurine,11.00965226407055,2
Aldh1a7,1.5678708652649924,44559457,"2-[4,5-dihydroxy-2-(hydroxymethyl)-10-oxo-9-[(3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracen-9-yl]-1,8-dihydroxy-6-(hydroxymethyl)anthracene-9,10-dione",11.003762071808751,2
Aldh1a7,1.5678708652649924,44559457,"2-[4,5-dihydroxy-2-(hydroxymethyl)-10-oxo-9-[(3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracen-9-yl]-1,8-dihydroxy-6-(hydroxymethyl)anthracene-9,10-dione",11.003762071808751,2
Xdh,1.276544691801414,9064,Cianidanol,10.999451477514434,4
Alox12,2.679843104070761,356359,"7,8-Dihydroxy-4''-methoxyisoflavan",10.95553280952205,3
Alox12,2.679843104070761,356359,"7,8-Dihydroxy-4''-methoxyisoflavan",10.95553280952205,3
Xdh,1.276544691801414,5281656,Norathyriol,10.932586546310475,4
Pde2a,3.9991053068376887,25056635,[(6-Bromo-2-methylquinolin-7-yl)-difluoromethyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,25056379,[[6-Bromo-2-(methylcarbamoyl)quinolin-7-yl]-difluoromethyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,44449628,3-[(E)-2-[6-bromo-7-[difluoro(phosphono)methyl]quinolin-2-yl]ethenyl]benzoic acid,10.930968760491298,3
Pde2a,3.9991053068376887,25056374,[(3-Bromo-7-methylnaphthalen-2-yl)-difluoromethyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,44449627,[[6-bromo-2-[(E)-2-phenylethenyl]quinolin-7-yl]-difluoromethyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,44449556,[[3-Bromo-7-(methoxymethyl)naphthalen-2-yl]-difluoromethyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,25056895,[[2-(Benzylcarbamoyl)-6-bromoquinolin-7-yl]-difluoromethyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,44449658,[Difluoro-(2-methylquinolin-7-yl)methyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,25055680,[[6-Bromo-2-(phenylcarbamoyl)quinolin-7-yl]-difluoromethyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,25056896,[[6-Bromo-2-[(3-fluorophenyl)carbamoyl]quinolin-7-yl]-difluoromethyl]phosphonic acid,10.930968760491298,3
Pde2a,3.9991053068376887,25055681,[(6-Bromo-2-carbamoylquinolin-7-yl)-difluoromethyl]phosphonic acid,10.930968760491298,3
Xdh,1.276544691801414,5357218,1-(2-Hydroxyphenyl)-3-(4-hydroxyphenyl)-2-propen-1-one,10.9147718704541,2
Cxcl12,3.4474754350290677,5357218,1-(2-Hydroxyphenyl)-3-(4-hydroxyphenyl)-2-propen-1-one,10.9147718704541,2
Aldh1a7,1.5678708652649924,5317653,"6-[4-hydroxy-2-methyl-6-[(2S,3R,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-4-methoxypyran-2-one",10.8890892069358,1
Ctsf,1.5414902011974834,52943841,"(2S)-N-[(S)-cyano-(1-phenylcyclopropyl)methyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,52943722,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-3,3-dimethyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]butanamide",10.886493139115535,3
Ctsf,1.5414902011974834,52941283,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-2-cyclopropyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]acetamide",10.886493139115535,3
Ctsf,1.5414902011974834,42635483,"(2S)-N-[(1S)-1-cyano-2-pyridin-4-ylethyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,52942931,"(2S)-N-(cyanomethyl)-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,42634411,"1-(4''-((S)-1-((S)-1-((S)-1-cyano-2-phenylethylamino)-4-fluoro-4-methyl-1-oxopentan-2-ylamino)-2,2,2-trifluoroethyl)biphenyl-4-yl)cyclopropanecarboxamide",10.886493139115535,3
Ctsf,1.5414902011974834,42633150,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-3-cyclopropyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]propanamide",10.886493139115535,3
Ctsf,1.5414902011974834,42633341,"(2S)-N-[(1S)-1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,42634249,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-[4-[1-(morpholine-4-carbonyl)cyclopropyl]phenyl]phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,42633691,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-2-[[(1S)-1-[4-[4-[(1R)-2,2-difluoro-1-hydroxyethyl]phenyl]phenyl]-2,2,2-trifluoroethyl]amino]-4-fluoro-4-methylpentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,52946267,"(2S)-N-[(1S)-1-cyano-3-phenylpropyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,50925524,"(2S)-4,4-dichloro-N-[(1S)-1-cyano-2-phenylethyl]-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]butanamide",10.886493139115535,3
Ctsf,1.5414902011974834,52941414,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-3-phenyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]propanamide",10.886493139115535,3
Ctsf,1.5414902011974834,52947761,"(2S)-N-[(1S)-1-cyano-3,3,3-trifluoropropyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,42633692,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,42634578,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-3-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]butanamide",10.886493139115535,3
Ctsf,1.5414902011974834,52945985,"(S)-2-((S)-1-(4-(1H-pyrazol-4-yl)phenyl)-2,2,2-trifluoroethylamino)-N-((S)-1-cyano-2-phenylethyl)-4-fluoro-4-methylpentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,42633340,"(2S)-N-[(1R)-1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Ctsf,1.5414902011974834,42634754,"(2S)-N-[(1S)-1-cyano-2-phenylethyl]-4-fluoro-4-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-pyridin-4-ylphenyl)phenyl]ethyl]amino]pentanamide",10.886493139115535,3
Alox12,2.679843104070761,324974,4-[(3-Carboxy-4-hydroxy-1-naphthyl)(oxo)acetyl]-1-hydroxy-2-naphthoic acid,10.84851973224165,2
Alox12,2.679843104070761,71398,Masoprocol,10.841195820536266,3
Alox12,2.679843104070761,71398,Masoprocol,10.841195820536266,3
Alox12,2.679843104070761,71398,Masoprocol,10.841195820536266,3
Alox12,2.679843104070761,71398,Masoprocol,10.841195820536266,3
Alox12,2.679843104070761,71398,Masoprocol,10.841195820536266,3
Xdh,1.276544691801414,6870302,N'-(3-nitrobenzylidene)isonicotinohydrazide,10.819867399956399,2
Xdh,1.276544691801414,6861518,N'-(4-chlorobenzylidene)isonicotinohydrazide,10.819867399956399,2
Aldh1a7,1.5678708652649924,10207,Aloe emodin,10.805251368540725,4
Ctsf,1.5414902011974834,15985754,"(S)-4-methyl-2-[(S)-2,2,2-trifluoro-1-(4''-methanesulfonyl-biphenyl-4-yl)-ethylamino]-pentanoic acid ((S)-benzyl-cyano-methyl)-amide",10.799176855434174,5
Xdh,1.276544691801414,638278,Trihydroxychalcone,10.788974507988144,5
Xdh,1.276544691801414,69894,Isoscopoletin,10.787112750359825,4
Alox12,2.679843104070761,60490,Zileuton,10.774494560453729,5
Alox12,2.679843104070761,5281605,Baicalein,10.773897363303389,7
Xdh,1.276544691801414,5281605,Baicalein,10.773897363303389,7
Xdh,1.276544691801414,5281605,Baicalein,10.773897363303389,7
Alox12,2.679843104070761,5281605,Baicalein,10.773897363303389,7
Xdh,1.276544691801414,12127,Isovanillin,10.7728292040443,2
Xdh,1.276544691801414,5280637,Luteolin 7-O-glucoside,10.75177764456754,5
Ctsf,1.5414902011974834,42635119,"(2S)-N-[(1S)-1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-3-methyl-2-[[(1S)-2,2,2-trifluoro-1-[4-(4-methylsulfonylphenyl)phenyl]ethyl]amino]butanamide",10.74678708522536,5
Ctsf,1.5414902011974834,42633520,"1-{4'-[(S)-1-((S)-1-{[(S)-Cyano-(4-cyano-2-fluoro-benzyl)-methyl]-carbamoyl}-2-methyl-propylamino)-2,2,2-trifluoro-ethyl]-biphenyl-4-yl}-cyclopropanecarboxylic acid amide",10.74678708522536,5
Ctsf,1.5414902011974834,42633521,"(S)-N-[(S)-Cyano-(4-cyano-2-fluoro-benzyl)-methyl]-2-{(S)-1-[4'-((R)-2,2-difluoro-1-hydroxy-ethyl)-biphenyl-4-yl]-2,2,2-trifluoro-ethylamino}-3-methyl-butyramide",10.74678708522536,5
Ctsf,1.5414902011974834,46228924,"Cyclopropanecarboxamide, N-[[[6-(2-carboxy-2,3-dihydro-1H-isoindol-4-yl)-2,2-dimethylhexyl]oxy]carbonyl]-3-methyl-L-valyl-(4R)-4-hydroxy-L-prolyl-1-amino-N-(cyclopropylsulfonyl)-2-ethenyl-, (1a2)-lactone, (1R,2S)-",10.74678708522536,5
Xdh,1.276544691801414,11349,3-Hydroxyflavone,10.74165327449642,5
Alox12,2.679843104070761,11349,3-Hydroxyflavone,10.74165327449642,5
Xdh,1.276544691801414,30976,"2,6-Diaminopurine",10.707173466299432,3
Xdh,1.276544691801414,65238,Pentagalloylglucose,10.705368473997217,5
Pde2a,3.9991053068376887,5087,4-(3-Butoxy-4-methoxybenzyl)-2-imidazolidinone,10.686140463208366,5
Pde2a,3.9991053068376887,5087,4-(3-Butoxy-4-methoxybenzyl)-2-imidazolidinone,10.686140463208366,5
Xdh,1.276544691801414,97075,N6-Benzoyladenine,10.6855709665462,2
Ctsf,1.5414902011974834,10324367,Boceprevir,10.680243139115532,5
Xdh,1.276544691801414,638277,"2,2'-Dihydroxychalcone",10.6711592033454,2
Xdh,1.276544691801414,5811533,"2,2',4'-Trihydroxychalcone",10.6711592033454,2
Xdh,1.276544691801414,5367146,2-Hydroxychalcone,10.6711592033454,2
Alox12,2.679843104070761,44460175,N-[(5-bromo-8-hydroxy-7-quinolinyl)-thiophen-2-ylmethyl]acetamide,10.656412939322333,3
